seq,seqn,word,phonetic,exchange,trans,,,,
1107,1107/1533,mud,英[mʌd],,n.泥浆v.弄脏,,,,
1108,1108/1533,soil,英[sɒil],,n.泥土;土壤v.弄脏,,,,
1109,1109/1533,cattle,英[kætl],,n.牛;牲口;家畜,,,,
1110,1110/1533,steak,英[steik],,n.牛排;肉排,,,,
1111,1111/1533,jeans,英[dʒi:nz],,n.牛仔裤,,,,
1112,1112/1533,button,英['bʌtәn],,n.按钮;纽扣v.扣紧,,,,
1113,1113/1533,agriculture,英['ægrikʌltʃә],,n.农业;农耕;农学
1114,1114/1533,effort,英['efәt],,n.努力;吃力,,,,
1115,1115/1533,track,英[træk],,n.小路;轨迹v.跟踪,,,,
1116,1116/1533,basin,英['beisn],,n.盆子;盆地,,,,
1117,1117/1533,recipe,英['resipi],,n.食谱;秘诀;处方,,,,
1118,1118/1533,cuisine,英[kwi:'zi:n],,n.菜系;烹调;烹饪,,,,
1119,1119/1533,belt,英[belt],,n.带;腰带;地带,,,,
1120,1120/1533,skin,英[skin],,n.皮肤;外皮v.剥皮,,,,
1121,1121/1533,leather,英['leðә],,n.皮革;皮衣a.皮革的,,,,
1122,1122/1533,trunk,英[trʌŋk],,n.树干;躯干;行李箱,,,,
1123,1123/1533,beer,英[biә],,n.啤酒,,,,
1124,1124/1533,preference,英['prefәrәns],,n.偏爱;倾向;优先,,,,
1125,1125/1533,moment,英['mәumәnt],,n.片刻;瞬间;(微信)朋友圈,,,,
1126,1126/1533,frequency,英['fri:kwәnsi],,n.频率;频次,,,,
1127,1127/1533,pan,英[pæn ; pɑːn],,n.平底锅;盘子,,,,
1128,1128/1533,civilian,英[si'viljәn],,n.平民;百姓a.民用的,,,,
1129,1129/1533,platform,英['plætfɒ:m],,n.平台;站台;讲台;防水台,,,,
1130,1130/1533,servant,英['sә:vәnt],,n.仆人;公务员,,,,
1131,1131/1533,wine,英[wain],,n.酒;葡萄酒;酒红色,,,,
1132,1132/1533,habitat,英['hæbitæt],,n.栖息地;产地,,,,
1133,1133/1533,origin,英['ɒridʒin],,n.起源;原点;出身;产地,,,,
1134,1134/1533,climate,英['klaimit],,n.气候;风气;风土,,,,
1135,1135/1533,gas,英[gæs],,n.气体;瓦斯,,,,
1136,1136/1533,petrol,英['petrәl],,n.汽油,,,,
1137,1137/1533,organ,英['ɔ:ɡən],,n.器官;风琴;机构,,,,
1138,1138/1533,forehead,英['fɒ:rid],,n.前额;脑门;前部,,,,
1139,1139/1533,advance,英[әd'vɑ:ns],,n.&v.提前;进展a.预先的,,,,
1140,1140/1533,eve,英[i:v],,n.前夜;前夕,,,,
1141,1141/1533,purse,英[pә:s],,n.钱包;手提袋,,,,
1142,1142/1533,emphasis,英['emfәsis],,n.强调;重点,,,,
1143,1143/1533,youth,英[ju:θ],,n.青年;年轻人,,,,
1144,1144/1533,teenager,英['ti:nidʒә],,n.青少年,,,,
1145,1145/1533,hydrogen,英['haidrәdʒәn],,n.氢;氢气,,,,
1146,1146/1533,trend,英[trend],,n.倾向;趋势,,,,
1147,1147/1533,circumstance,英['sә:kәmstәns],,n.环境;情况;条件,,,,
1148,1148/1533,emotion,英[i'mәuʃәn],,n.情绪;情感,,,,
1149,1149/1533,bat,英[bæt],,n.球拍;蝙蝠,,,,
1150,1150/1533,globe,英[glәub],,n.地球;地球仪;世界,,,,
1151,1151/1533,tendency,英['tendәnsi],,n.趋势;倾向,,,,
1152,1152/1533,authority,英[ɒ:'θɒriti],,n.权威;权利;当局;官方,,,,
1153,1153/1533,crew,英[kru:],,n.全体船员;全体乘务员;剧组,,,,
1154,1154/1533,staff,英[stɑ:f],,n.员工;工作人员,,,,
1155,1155/1533,fountain,英['fauntin],,n.泉;喷泉;泉水,,,,
1156,1156/1533,boxing,英['bɒksiŋ],,n.拳击,,,,
1157,1157/1533,fist,英[fist],,n.拳头,,,,
1158,1158/1533,absence,英['æbsәns],,n.缺乏;缺席;不在场,,,,
1159,1159/1533,gap,英[gæp],,n.裂缝;隔阂;漏洞,,,,
1160,1160/1533,fuel,英['fjuәl],,n.燃料v.加燃料,,,,
1161,1161/1533,passion,英['pæʃәn],,n.激情;热情,,,,
1162,1162/1533,creature,英['kri:tʃә],,n.生物;动物;家畜,,,,
1163,1163/1533,personality,英[.pә:sә'næliti],,n.人格;性格;个性
1164,1164/1533,mankind,英[mæn'kaind],,n.人类,,,,
1165,1165/1533,directory,英[di'rektәri],,n.电话本;目录,,,,
1166,1166/1533,crowd,英[kraud],,n.人群v.聚集;拥挤,,,,
1167,1167/1533,mercy,英['mә:si],,n.仁慈;怜悯;宽恕,,,,
1168,1168/1533,recognition,英[.rekәg'niʃәn],,n.认出;识别;承认,,,,
1169,1169/1533,volume,英['vɒljum],,n.容积;音量,,,,
1170,1170/1533,content,英[kәn'tent],,n.内容;目录a.满足的,,,,
1171,1171/1533,capacity,英[kә'pæsiti],,n.容量;能力;生产力,,,,
1172,1172/1533,Confucianism,英[kәn'fju:ʃjәnizm],,n.儒家;儒学;儒家思想,,,,
1173,1173/1533,cream,英[kri:m],,n.奶油;面霜,,,,
1174,1174/1533,entrance,英['entrәns],,n.入口;进入,,,,
1175,1175/1533,software,英['sɒftwєә],,n.软件,,,,
1176,1176/1533,plug,英[plʌg],,n.塞子;插头v.塞住,,,,
1177,1177/1533,loss,英[lɒs],,n.损失;丢失;损耗,,,,
1178,1178/1533,desert,英['dezәt. di'sә:t],,n.沙漠;不毛之地v.抛弃,,,,
1179,1179/1533,shark,英[ʃɑ:k],,n.鲨鱼,,,,
1180,1180/1533,peak,英[pi:k],,n.山峰;最高点a.高峰的,,,,
1181,1181/1533,valley,英['væli],,n.山谷;流域,,,,
1182,1182/1533,goat,英[gәut],,n.山羊,,,,
1183,1183/1533,fan,英[fæn],,n.扇子;粉丝v.煽动,,,,
1184,1184/1533,injury,英['indʒәri],,n.伤害;损害;受伤处,,,,
1185,1185/1533,minority,英[mai'nɒriti],,n.少数;少数人;少数民族,,,,
1186,1186/1533,luxury,英['lʌkʃәri],,n.奢侈;奢侈品,,,,
1187,1187/1533,tongue,英[tʌŋ],,n.舌头;言语v.舔,,,,
1188,1188/1533,equipment,英[i'kwipmәnt],,n.设备;装备;器材,,,,
1189,1189/1533,photographer,英[fә'tɔ^rәfә],,n.摄影师;摄影家,,,,
1190,1190/1533,applicant,英['æplikәnt],,n.申请人;请求者,,,,
1191,1191/1533,identity,英[ai'dentiti],,n.身份;特征;一致,,,,
1192,1192/1533,depth,英[depθ],,n.深度;深厚;深刻,,,,
1193,1193/1533,ecology,英[i:'kɒlәdʒi],,n.生态;生态学,,,,
1194,1194/1533,being,英['bi:iŋ],,n.存在;生物;生命,,,,
1195,1195/1533,biology,英[bai'ɒlәdʒi],,n.生物;生物学,,,,
1196,1196/1533,province,英['prɒvins],,n.省;省份;领域,,,,
1197,1197/1533,failure,英['feiljә],,n.失败;不及格;故障,,,,
1198,1198/1533,poetry,英['pәuitri],,n.诗歌;诗集,,,,
1199,1199/1533,poet,英['pәuit],,n.诗人,,,,
1200,1200/1533,decade,英['dekeid],,n.十;十年,,,,
1201,1201/1533,era,英['iәrә],,n.时代;年代;纪元,,,,
1202,1202/1533,schedule,英['skedʒuәl],,n.时间表;计划表v.安排,,,,
1203,1203/1533,experiment,英[ik'sperimәnt],,n.实验;试验v.尝试,,,,
1204,1204/1533,lab,英[læb],(laboratory),n.实验室;研究室,,,,
1205,1205/1533,grocery,英['grәusәri],,n.食品杂货店,,,,
1206,1206/1533,canteen,英[kæn'ti:n],,n.食堂;餐厅,,,,
1207,1207/1533,appetite,英['æpitait],,n.食欲;胃口;嗜好,,,,
1208,1208/1533,mission,英['miʃәn],,n.使命;任务,,,,
1209,1209/1533,soldier,英['sәuldʒә],,n.战士;士兵;军人,,,,
1210,1210/1533,suburb,英['sʌbә:b],,n.郊区;市郊,,,,
1211,1211/1533,incident,英['insidәnt],,n.事件;插曲,,,,
1212,1212/1533,event,英[i'vent],,n.事件;大事;项目;活动,,,,
1213,1213/1533,affair,英[ә'fєә],,n.事务;私事;私通,,,,
1214,1214/1533,enterprise,英['entәpraiz],,n.企业;事业;创业,,,,
1215,1215/1533,career,英[kә'riә],,n.职业;生涯;事业
1216,1216/1533,sight,英[sait],,n.视力;景象;眼界,,,,
1217,1217/1533,vision,英['viʒәn],,n.视觉;视野;愿景,,,,
1218,1218/1533,view,英[vju:],,n.视图;观点;风景v.考虑,,,,
1219,1219/1533,adaptation,英[.ædæp'teiʃәn],,n.适应;改编本,,,,
1220,1220/1533,collection,英[kә'lekʃәn],,n.收藏品;收集物,,,,
1221,1221/1533,harvest,英['hɑ:vist],,n.收获;收成v.收割,,,,
1222,1222/1533,receipt,英[ri'si:t],,n.收据;收到,,,,
1223,1223/1533,income,英['inkʌm],,n.收入;收益;所得,,,,
1224,1224/1533,handkerchief,英['hæŋkәtʃif],,n.手帕;方巾,,,,
1225,1225/1533,captain,英['kæptin],,n.船长;队长V.率队;指挥,,,,
1226,1226/1533,premier,英['pri:mjә],,n.首相;总理a.首要的,,,,
1227,1227/1533,salesman,英['seilzmәn],,n.销售员;推销员,,,,
1228,1228/1533,calligraphy,英[kә'ligrәfi],,n.书法;笔迹,,,,
1229,1229/1533,title,英['taitl],,n.标题;头衔;所有权v.加标题,,,,
1230,1230/1533,branch,英[bræntʃ],,n.树枝;分支v.使分叉,,,,
1231,1231/1533,data,英['deitә],,n.数据;资料,,,,
1232,1232/1533,database,英['deitәbeis],,n.数据库;资料库,,,,
1233,1233/1533,quantity,英['kwɒntәti],,n.数量;大量;双数,,,,
1234,1234/1533,maths,英[mæθs],(mathematics),n.数学,,,,
1235,1235/1533,kettle,英['ketl],,n.壶;水壶;电水壶,,,,
1236,1236/1533,steam,英[sti:m],,n.水汽;蒸汽v.蒸发,,,,
1237,1237/1533,tax,英[tæks],,n.税务;税款v.征税,,,,
1238,1238/1533,thinking,英['θiŋkiŋ],,n.思想;思路a.有思想的,,,,
1239,1239/1533,death,英[deθ],,n.死亡;灭亡,,,,
1240,1240/1533,rate,英[reit],,n.比率;速度;等级V.估价,,,,
1241,1241/1533,plastic,英['plæstik],,n.塑料;整形a.塑料的,,,,
1242,1242/1533,statue,英['stætju],,n.塑像;雕像,,,,
1243,1243/1533,acid,英['æsid],,n.a.酸的;尖刻的,,,,
1244,1244/1533,yoghurt,英['jәugә:t],,n.酸奶;酸乳,,,,
1245,1245/1533,garlic,英['gɑ:lik],,n.大蒜,,,,
1246,1246/1533,typhoon,英[tai'fu:n],,n.台风,,,,
1247,1247/1533,astronaut,英['æstrәnɒ:t],,n.宇航员;航天员,,,,
1248,1248/1533,attitude,英['ætitju:d],,n.态度;看法;姿势,,,,
1249,1249/1533,carbon,英[ˈkɑːbən],,n.碳,,,,
1250,1250/1533,feature,英['fi:tʃә],,n.特征;特色v.以……为特色,,,,
1251,1251/1533,reference,英['refәrәns],,n.参考;涉及v.弓|用,,,,
1252,1252/1533,proposal,英[prә'pәuzl],,n.提议;建议;求婚,,,,
1253,1253/1533,theme,英[θi:m],,n.主题;主旋律;基调,,,,
1254,1254/1533,gymnastics,英[dʒim'næstiks],,n.体操,,,,
1255,1255/1533,figure,英['figә],,n.数字;图形;体形v.计算,,,,
1256,1256/1533,stadium,英['steidiәm],,n.体育场,,,,
1257,1257/1533,genius,英['dʒi:njәs],,n.天才;天赋,,,,
1258,1258/1533,ceiling,英['si:liŋ],,n.天花板;上限,,,,
1259,1259/1533,astronomer,英[ә'strɒnәmә],,n.天文学家,,,,
1260,1260/1533,flash,英[flæʃ],,n.&v.闪光(灯);闪亮;闪存,,,,
1261,1261/1533,bar,英[ba:(r)],,n.酒吧;条;小节,,,,
1262,1262/1533,band,英[bænd],,n乐队;频带,,,,
1263,1263/1533,item,英['aitәm],,n.项目;一件商品;条款,,,,
1264,1264/1533,tune,英[tju:n],,n.调子;曲调v.调音,,,,
1265,1265/1533,iron,英[ˈaɪən],,n.铁;熨斗v.熨烫a.铁的,,,,
1266,1266/1533,audience,英['ɒ:diәns],,n.听众;读者;观众,,,,
1267,1267/1533,parking,英['pɑ:kiŋ],,n.停车;泊车
1268,1268/1533,league,英[li:g],,n.联赛;联盟V.结盟,,,,
1269,1269/1533,sympathy,英['simpәθi],,n.同情;关心;同感,,,,
1270,1270/1533,theft,英[θeft],,n.偷窃;盗窃罪,,,,
1271,1271/1533,vote,英[vәut],,n.选票v.投票;表决,,,,
1272,1272/1533,investment,英[in'vestmәnt],,n.投资;投入,,,,
1273,1273/1533,chart,英[tʃɑːt],,n.(统计)图表v.制定计划;绘图表,,,,
1274,1274/1533,diagram,英['daiәɡræm],,n.图表;示意图,,,,
1275,1275/1533,librarian,英[lai'brєәriәn],,n.图书管理员;图书馆长,,,,
1276,1276/1533,butcher,英['butʃә],,n.屠夫;肉贩v.屠杀,,,,
1277,1277/1533,commitment,英[kә'mitmәnt],,n.信奉;承诺;投身;献身,,,,
1278,1278/1533,frog,英[frɒg],,n.青蛙,,,,
1279,1279/1533,surgery,英['sә:dʒәri],,n.外科;手术;手术室,,,,
1280,1280/1533,surgeon,英['sә:dʒәn],,n.外科医生,,,,
1281,1281/1533,wrist,英[rist],,n.手腕;腕关节,,,,
1282,1282/1533,dynasty,英['dainæsti],,n.王朝;朝代,,,,
1283,1283/1533,kingdom,英['kiŋdәm],,n.王国;领域,,,,
1284,1284/1533,net,英[net],,n.网V.用网捕a.净得的,,,,
1285,1285/1533,network,英['netwә:k],,n.网络;广播网,,,,
1286,1286/1533,telescope,英['teliskәup],,n.望远镜v.缩短,,,,
1287,1287/1533,crisis,英['kraisis],,n.危机;紧要关头;存亡之际,,,,
1288,1288/1533,committee,英[kә'miti],,n.委员会;全体委员,,,,
1289,1289/1533,satellite,英['sætlait],,n.卫星;卫星城;外围机构,,,,
1290,1290/1533,site,英[sait],,n.位置;场所;地点,,,,
1291,1291/1533,location,英[lәu'keiʃәn],,n.定位;位置;场所,,,,
1292,1292/1533,position,英[pә'ziʃәn],,n.位置;职位;姿势,,,,
1293,1293/1533,greenhouse,英['gri:nhaus],,n.温室;温室效应,,,,
1294,1294/1533,civilisation,英[sivilai'zeiʃən;-li'z-],(civilization),n.文明,,,,
1295,1295/1533,literature,英['litәrәtʃә],,n.文学;文献,,,,
1296,1296/1533,essay,英['esei. e'sei],,n.论文;文章;短文,,,,
1297,1297/1533,mosquito,英[mә'ski:tәu],,n.蚊子,,,,
1298,1298/1533,stability,英[stә'biliti],,n.稳定;安定,,,,
1299,1299/1533,issue,英['isju],,n.问题;争端V.发行;发表,,,,
1300,1300/1533,nest,英[nest],,n.巢;安乐窝V.筑巢,,,,
1301,1301/1533,roof,英[ru:f],,n.顶;屋顶,,,,
1302,1302/1533,disability,英[disә'biliti],,n.无能;残疾,,,,
1303,1303/1533,Wi-Fi,英[waifai],,n.无线网,,,,
1304,1304/1533,clone,英[klәun],,n.克隆;无性繁殖;复制品v.克隆,,,,
1305,1305/1533,midnight,英['midnait],,n.午夜;子夜,,,,
1306,1306/1533,weapon,英['wepәn],,n.武器;兵器,,,,
1307,1307/1533,stage,英[steidʒ],,n.舞台;戏剧;阶段,,,,
1308,1308/1533,substance,英[ˈsʌbstəns],,n.物质;实质;内容,,,,
1309,1309/1533,species,英['spi:ʃiz],,n.物种;种类,,,,
1310,1310/1533,victim,英['viktim],,n.牺牲品;受害人,,,,
1311,1311/1533,laptop,英[ˈlæptɒp],,n.笔记本电脑,,,,
1312,1312/1533,custom,英['kʌstәm],,n.习惯;风俗;海关a.定制的,,,,
1313,1313/1533,idiom,英['idiәm],,n.习语;成语;土话,,,,
1314,1314/1533,washroom,英['wɒʃrum],,n.洗手间;厕所,,,,
1315,1315/1533,comedy,英['kɒmidi],,n.喜剧;喜剧片,,,,
1316,1316/1533,theatre,英[ˈθɪətə(r)],,n.戏院;剧院;电影院,,,,
1317,1317/1533,system,英[ˈsɪstəm],,n.系统;制度;方法,,,,
1318,1318/1533,cell,英[sel],,n.细胞;小房间;电池,,,,
1319,1319/1533,detail,英['di:teil],,n.细节;详情v.详述
1320,1320/1533,priority,英[prai'ɒriti],,n.优先;优先考虑;当务之急,,,,
1321,1321/1533,pioneer,英[.paiә'niә],,n.先锋;开拓者v.开辟,,,,
1322,1322/1533,fibre,英['faibә],(fiber),n.纤维;纤维组织,,,,
1323,1323/1533,string,英[striŋ],,n.细绳;字符串v.悬挂,,,,
1324,1324/1533,bacon,英['beikәn],,n.培根;熏肉,,,,
1325,1325/1533,microscope,英['maikrәuskәup],,n.显微镜,,,,
1326,1326/1533,cash,英[kæʃ],,n.现金v.兑现;支付现款,,,,
1327,1327/1533,reality,英[ri'æliti],,n.现实;真实;事实,,,,
1328,1328/1533,phenomenon,英[fi'nɒminәn],,n.现象;非凡的人,,,,
1329,1329/1533,clue,英[klu:],,n.线索;暗示,,,,
1330,1330/1533,trap,英[træp],,n.圈套;陷阱v.设陷阱捕捉,,,,
1331,1331/1533,interaction,英[.intәr'ækʃәn],,n.相互作用;互动;交互,,,,
1332,1332/1533,sausage,英['sɒsidʒ],,n.香肠;腊肠,,,,
1333,1333/1533,cigarette,英[.sigә'ret],,n.香烟;纸烟,,,,
1334,1334/1533,case,英[keis],,n.案例;情况;案件,,,,
1335,1335/1533,rubber,英['rʌbә],,n.橡皮;橡胶;橡胶制品,,,,
1336,1336/1533,consumption,英[kәn'sʌmpʃәn],,n.消费;消耗,,,,
1337,1337/1533,brochure,英['brәuʃә],,n.手册,,,,
1338,1338/1533,stream,英[stri:m],,n.小河;溪流v.流出,,,,
1339,1339/1533,pub,英[pʌb],,n.小酒馆;酒吧,,,,
1340,1340/1533,path,英[pɑːθ],,n.小路;路线,,,,
1341,1341/1533,wheat,英[hwi:t],,n.小麦,,,,
1342,1342/1533,novel,英['nɒvl],,n.小说a.新奇的,,,,
1343,1343/1533,novelist,英['nɒvәlist],,n.小说家,,,,
1344,1344/1533,campus,英['kæmpәs],,n.校园;校区,,,,
1345,1345/1533,harmony,英['hɑ:mәni],,n.和谐;融洽;和声,,,,
1346,1346/1533,psychology,英[sai'kɒlәdʒi],,n.心理(学);心理状态,,,,
1347,1347/1533,mood,英[mu:d],,n.心情;语气;情绪,,,,
1348,1348/1533,bride,英[braid],,n.新娘(bridegroom新郎),,,,
1349,1349/1533,coverage,英['kʌvәridʒ],,n.新闻报道;覆盖范围,,,,
1350,1350/1533,salary,英['sælәri],,n.薪水;工资,,,,
1351,1351/1533,envelope,英['envәlәup],,n.信封;封套,,,,
1352,1352/1533,signal,英['signl],,n.信号;暗号V.发信号,,,,
1353,1353/1533,belief,英[bi'li:f],,n.信念;信任;信仰,,,,
1354,1354/1533,confidence,英['kɒnfidәns],,n.信心;信任;自信,,,,
1355,1355/1533,faith,英[feiθ],,n.信仰;信任;真诚,,,,
1356,1356/1533,image,英['imidʒ],,n.(脑海里的)形象;影像v.想像,,,,
1357,1357/1533,type,英[taip],,n.类型;样式v.打字,,,,
1358,1358/1533,gender,英['dʒendә],,n.性别,,,,
1359,1359/1533,sex,英[seks],,n.性;性别,,,,
1360,1360/1533,character,英['kærәktә],,n.性格;角色;字符,,,,
1361,1361/1533,breast,英[brest],,n.乳房;胸部,,,,
1362,1362/1533,chest,英[tʃest],,n.胸膛;衣柜;箱子,,,,
1363,1363/1533,fiction,英['fikʃәn],,n.虚构;小说,,,,
1364,1364/1533,license,英['laisns],,n.许可证;执照,,,,
1365,1365/1533,election,英[i'lekʃәn],,n.选举;当选,,,,
1366,1366/1533,option,英['ɒpʃәn],,n.选择;选项;期权,,,,
1367,1367/1533,boot,英[bu:t],,n.靴子v.(启动)计算机,,,,
1368,1368/1533,fee,英[fi:],,n.费用;报酬;服务费,,,,
1369,1369/1533,institute,英['institju:t],,n.学院;机构;v.创立,,,,
1370,1370/1533,trial,英['traiәl],,n.审判;实验;审讯a.实验的
1371,1371/1533,pressure,英['preʃә],,n.压力;压强V.迫使,,,,
1372,1372/1533,stress,英[stres],,n.压力;全要性v.强调,,,,
1373,1373/1533,rhyme,英[raim],,n.韵律;押韵;儿歌v.押韵,,,,
1374,1374/1533,dentist,英['dentist],,n.牙医;牙科诊所,,,,
1375,1375/1533,tobacco,英[tә'bækәu],,n.烟草;抽烟,,,,
1376,1376/1533,smog,英[smәug],,n.烟雾;雾霾,,,,
1377,1377/1533,extension,英[ik'stenʃәn],,n.延伸;扩大;延期;分机,,,,
1378,1378/1533,colour,英['kʌlә],(color),n.颜色v.涂色,,,,
1379,1379/1533,shelter,英['ʃeltә],,n.庇护(所);掩蔽处v.保护,,,,
1380,1380/1533,tear,英[tiә. tєә],,n.眼泪v.撕裂;扯下,,,,
1381,1381/1533,saying,英['seiiŋ],,n.话;格言;谚语,,,,
1382,1382/1533,wool,英[wul],,n.羊毛;毛线;毛织品,,,,
1383,1383/1533,cabbage,英['kæbidʒ],,n.卷心菜;甘蓝;洋白菜,,,,
1384,1384/1533,onion,英['ʌnjәn],,n.洋葱;葱头,,,,
1385,1385/1533,oxygen,英['ɒksәdʒәn],,n.氧;氧气,,,,
1386,1386/1533,sample,英['sæmpl],,n.样本;样品v.取样,,,,
1387,1387/1533,aspect,英['æspekt],,n.方面;外观;面貌,,,,
1388,1388/1533,waist,英[weist],,n.腰;腰部,,,,
1389,1389/1533,herb,英[hә:b],,n.草药;草本,,,,
1390,1390/1533,tablet,英['tæblit],,n.药片;片剂;牌匾,,,,
1391,1391/1533,pill,英[pil],,n.药丸,,,,
1392,1392/1533,drug,英[drʌg],,n.药物;毒品;v.用麻药;吸毒,,,,
1393,1393/1533,leaf,英[li:f],,n.叶子;书的一页:金属薄片,,,,
1394,1394/1533,liquid,英['likwid],,n.液体a.液态的,,,,
1395,1395/1533,bunch,英[bʌntʃ],,n.花束;一群v.使成串,,,,
1396,1396/1533,dozen,英['dʌzn],,n.一打;十二个,,,,
1397,1397/1533,episode,英['episәud],,n.插曲;片段;(电视)一集,,,,
1398,1398/1533,series,英['siәri:z],,n.系列;连续;串联,,,,
1399,1399/1533,collar,英['kɒlә],,n.衣领;颈圈,,,,
1400,1400/1533,duty,英['dju:ti],,n.义务;责任;关税,,,,
1401,1401/1533,agenda,英[ә'dʒendә],,n.议程;日程表,,,,
1402,1402/1533,opinion,英[ә'pinjәn],,n.意见;看法;主张,,,,
1403,1403/1533,intention,英[in'tenʃәn],,n.意图;意向;目的,,,,
1404,1404/1533,accident,英['æksidәnt],,n.意外;事故,,,,
1405,1405/1533,factor,英['fæktә],,n.因素;要素,,,,
1406,1406/1533,shadow,英['ʃædәu],,n.阴影;影子;暗处,,,,
1407,1407/1533,shade,英[ʃeid],,n.树荫;颜色深浅v.渐变,,,,
1408,1408/1533,tone,英[tәun],,n.音调;语气;腔调,,,,
1409,1409/1533,guidance,英['gaidns],,n.引导;指导,,,,
1410,1410/1533,diet,英['daiәt],,n.(规定)饮食;食物v.节食,,,,
1411,1411/1533,impression,英[im'preʃәn],,n.印象;感想;意念,,,,
1412,1412/1533,inch,英[intʃ],,n.英寸,,,,
1413,1413/1533,eagle,英['i:gl],,n.鹰;老鹰,,,,
1414,1414/1533,nutrition,英[nju:'triʃәn],,n.营养;营养学,,,,
1415,1415/1533,mail,英[meil],,n.邮件;邮政v.邮寄,,,,
1416,1416/1533,kindergarten,英['kindә.gɑ:tn],,n.幼儿园;学前班,,,,
1417,1417/1533,recreation,英[.rekri'eiʃәn],,n.娱乐;消遣,,,,
1418,1418/1533,universe,英['ju:nivә:s],,n.宇宙;世界;总体,,,,
1419,1419/1533,badminton,英['bædmintәn],,n.羽毛球,,,,
1420,1420/1533,expectation,英[.ekspek'teiʃәn],,n.预期;期望;指望,,,,
1421,1421/1533,budget,英['bʌdʒit],,n.预算v.做预算,,,,
1422,1422/1533,ambition,英[æm'biʃәn],,n.雄心;抱负;野心
1423,1423/1533,element,英['elimәnt],,n.元素;要素;成分,,,,
1424,1424/1533,principle,英['prinsipl],,n.原理;原则;法则,,,,
1425,1425/1533,stuff,英[stʌf],,n.材料;东西v.填塞,,,,
1426,1426/1533,log,英[lɒg],,n.记录;日志V.记入日志;伐木,,,,
1427,1427/1533,column,英['kɒlәm],,n.圆柱;专栏;纵行,,,,
1428,1428/1533,aid,英[eid],,n.&v.援助;救助,,,,
1429,1429/1533,source,英[sɒ:s],,n.源泉;来源;出处,,,,
1430,1430/1533,appointment,英[ә'pɒintmәnt],,n.约会;任命;(任命的)职务,,,,
1431,1431/1533,motion,英['mәuʃәn],,n.运动;移动V.做动作示意,,,,
1432,1432/1533,movement,英['mu:vmәnt],,n.运动;移动;迁移,,,,
1433,1433/1533,athlete,英['æθli:t],,n.运动员;选手,,,,
1434,1434/1533,canal,英[kә'næl],,n.运河;水道,,,,
1435,1435/1533,operation,英[.ɒpә'reiʃәn],,n.操作;手术;运营,,,,
1436,1436/1533,weed,英[wi:d],,n.杂草v.除草,,,,
1437,1437/1533,journal,英['dʒә:nәl],,n.杂志;期刊;日志,,,,
1438,1438/1533,disaster,英[di'zɑ:stә],,n.灾难;灾祸,,,,
1439,1439/1533,responsibility,英[ri.spɒnsә'biliti],,n.责任;义务;职责,,,,
1440,1440/1533,barrier,英['bæriә],,n.障碍;关卡;栅栏,,,,
1441,1441/1533,summary,英['sʌmәri],,n.摘要;总结a.概括的,,,,
1442,1442/1533,debt,英[det],,n.债务;欠款,,,,
1443,1443/1533,clay,英[klei],,n.粘土;泥土,,,,
1444,1444/1533,exhibition,英[.eksi'biʃәn],,n.展览会;展览,,,,
1445,1445/1533,occupation,英[.ɒkju'peiʃәn],,n.职业;占领;占用,,,,
1446,1446/1533,strategy,英['strætidʒi],,n.战略;策略,,,,
1447,1447/1533,campaign,英[kæm'pein],,n.运动;战役V.发起(或参加)活动,,,,
1448,1448/1533,chapter,美[tʃ'æptə],,n.章;回;篇,,,,
1449,1449/1533,section,英['sekʃәn],,n.章节;部分;截面,,,,
1450,1450/1533,length,英[leŋθ],,n.长度;篇幅,,,,
1451,1451/1533,gallery,英['gælәri],,n.长廊;画廊;美术馆,,,,
1452,1452/1533,entertainment,英[.entә'teinmәnt],,n.娱乐;消遣;款待,,,,
1453,1453/1533,discount,英['diskaunt],,n.折扣v.打折扣;忽视,,,,
1454,1454/1533,philosophy,英[fi'lɒsәfi],,n.哲学,,,,
1455,1455/1533,needle,英['ni:dl],,n.针;指针,,,,
1456,1456/1533,clinic,英['klinik],,n.诊所;门诊部,,,,
1457,1457/1533,dessert,英[di'zә:t],,n.餐后甜点;甜品,,,,
1458,1458/1533,integrity,英[in'tegriti],,n.完整性;正直;诚实;,,,,
1459,1459/1533,proof,英[pru:f],,n.证据;证明a.防……的,,,,
1460,1460/1533,certificate,英[sә'tifikeit],,n.证书;执照;文凭,,,,
1461,1461/1533,policy,英['pɒlisi],,n.政策;方针,,,,
1462,1462/1533,politics,英['pɒlitiks],,n.政治;政治学,,,,
1463,1463/1533,fabric,英['fæbrik],,n.面料;结构;建筑物结构,,,,
1464,1464/1533,tissue,英['tiʃu:],,n.组织;纸巾,,,,
1465,1465/1533,niece,英[ni:s],,n.侄女;外甥女,,,,
1466,1466/1533,nephew,英['nefju:],,n.侄子;外甥,,,,
1467,1467/1533,profession,英[prә'feʃәn],,n.职业;专业;行业,,,,
1468,1468/1533,clerk,英[klә:k],,n.职员;办事员;店员,,,,
1469,1469/1533,guideline,英['gaidlain],,n.指南;准则;参考,,,,
1470,1470/1533,nail,英[neil],,n.指甲;钉子V.将……钉牢,,,,
1471,1471/1533,uniform,英['ju:nifɒ:m],,n.制服a.统一的;相同的,,,,
1472,1472/1533,quality,英['kwɒlәti],,n.质量;品质;素质,,,,
1473,1473/1533,wisdom,英['wizdәm],,n.智慧;知识;学问
